"X1","X2","S","X3","X4","X5","X6","X7","X8","X9","T","Y"
1,0.8,1,1,0.5,1,0.5,0.142857142857143,0,1,0,0.450549450549451
1,0.8,0,1,0.75,0.333333333333333,0.5,0.285714285714286,0,0.333333333333333,0,0.564102564102564
0,0.6,1,1,0.5,0.666666666666667,1,0.428571428571429,1,0.333333333333333,1,0.798534798534799
0,1,0,0,0.5,0.666666666666667,1,0.142857142857143,1,1,1,0.710622710622711
1,0.4,1,0,0,1,1,0.285714285714286,1,0.333333333333333,0,0.542124542124542
0,0.4,1,1,0.25,0.666666666666667,1,0.285714285714286,0.5,1,1,0.772893772893773
1,0.8,1,0,0.5,0.666666666666667,0.5,0.428571428571429,1,0.666666666666667,0,0.63003663003663
1,0.4,1,0,0.75,1,1,0.285714285714286,0.5,1,1,0.758241758241758
0,1,1,0,0.5,1,1,0.428571428571429,1,1,1,0.80952380952381
1,0.4,1,0,0.75,0.333333333333333,0.5,0.285714285714286,1,1,0,0.461538461538462
1,0.6,0,1,0.25,1,1,0.142857142857143,1,1,0,0.465201465201465
0,1,1,1,0.5,0.333333333333333,1,0.428571428571429,0.5,0.333333333333333,0,0.820512820512821
0,0.6,1,1,0.5,1,1,0,1,1,1,0.985347985347985
1,0.6,0,0,0.75,1,1,0.714285714285714,0.5,1,1,0.468864468864469
0,0.4,1,0,0.5,0.666666666666667,0.5,0.142857142857143,0.5,0.666666666666667,1,0.721611721611722
0,0.4,0,1,0.5,0.666666666666667,1,0.285714285714286,0.5,1,1,0.754578754578755
1,0.2,0,1,0.25,0.666666666666667,1,0.714285714285714,1,0.666666666666667,1,0.736263736263736
1,1,0,1,0.5,1,0.5,0.428571428571429,1,0.333333333333333,0,0.827838827838828
0,0.8,1,1,0.75,0.333333333333333,1,0.428571428571429,1,1,0,0.772893772893773
0,0.6,1,1,0.5,1,1,0.285714285714286,1,1,0,0.633699633699634
0,0.6,1,0,0.5,1,0.5,0.142857142857143,1,0.333333333333333,1,0.424908424908425
0,0.6,1,1,0.25,1,1,0.142857142857143,1,1,1,0.860805860805861
0,0.4,0,0,0.5,1,0.5,0.285714285714286,1,0.333333333333333,1,0.461538461538462
0,0.4,1,0,0.25,0.666666666666667,1,0.285714285714286,1,1,1,0.600732600732601
0,0.8,0,1,0.25,0.666666666666667,1,0,1,1,1,0.996336996336996
1,0.6,1,0,0.75,1,1,0.285714285714286,0.5,0.333333333333333,1,0.644688644688645
0,0.6,1,0,0.75,1,1,0.142857142857143,0.5,1,0,0.545787545787546
0,1,0,1,0.5,1,1,0.428571428571429,0.5,0,0,0.43956043956044
1,0.6,1,0,0.5,0.333333333333333,1,0.714285714285714,0.5,0.333333333333333,1,0.58974358974359
1,1,0,1,0.5,0.333333333333333,1,0.142857142857143,1,0.333333333333333,0,0.67032967032967
1,0.8,0,1,0.5,1,0.5,0.571428571428571,0.5,1,1,0.619047619047619
1,0.4,0,0,0.5,0.666666666666667,0.5,0.428571428571429,1,0.333333333333333,0,0.424908424908425
0,0.6,1,1,0.75,1,1,0.142857142857143,1,0.333333333333333,0,0.798534798534799
0,1,1,1,0.5,1,1,0.285714285714286,1,1,0,0.633699633699634
1,0.8,1,1,0.5,1,0.5,0.285714285714286,1,0.333333333333333,1,0.747252747252747
0,0.4,0,1,0.75,1,0.5,0.428571428571429,0.5,0,0,0.604395604395604
1,0.8,1,1,0.5,0.666666666666667,1,0.571428571428571,0,0,1,0.648351648351648
0,0.6,1,1,0,0.666666666666667,1,0.142857142857143,1,0.333333333333333,1,0.783882783882784
1,0.8,1,1,0.5,0.666666666666667,0.5,0.571428571428571,1,0.333333333333333,0,0.509157509157509
1,0.6,1,0,0.5,0.333333333333333,1,0.142857142857143,1,1,1,0.586080586080586
1,1,0,0,0.5,0,0.5,1,0.5,0.666666666666667,0,0.501831501831502
0,0.4,1,0,1,0.666666666666667,1,0.428571428571429,0,0.666666666666667,0,0.47985347985348
0,0.4,1,0,0.5,0.666666666666667,1,0.428571428571429,0.5,1,1,0.769230769230769
0,0.6,1,1,0.75,0.666666666666667,0.5,0.142857142857143,0.5,0.333333333333333,1,0.761904761904762
0,0.8,1,0,0.25,1,1,0.428571428571429,1,0.333333333333333,0,0.695970695970696
1,0.6,1,1,0.5,1,1,0.285714285714286,1,1,0,0.688644688644689
0,0,1,1,0,0.666666666666667,1,0.285714285714286,1,1,0,0.622710622710623
1,0.6,1,1,0.75,0.666666666666667,1,0.142857142857143,0,0.333333333333333,0,0.413919413919414
1,1,1,1,0.5,0.666666666666667,1,0.571428571428571,1,1,0,0.666666666666667
1,1,0,1,0.5,0.666666666666667,0.5,0.285714285714286,1,1,1,0.783882783882784
0,0.4,1,0,0.5,0.666666666666667,1,0.142857142857143,0.5,0.333333333333333,0,0.73992673992674
0,0.4,1,0,0.75,1,0.5,0.285714285714286,0,0,1,0.578754578754579
1,0.8,0,0,1,1,1,0.428571428571429,1,0.333333333333333,1,0.747252747252747
1,0.6,1,0,0.5,1,1,0.428571428571429,1,1,1,0.230769230769231
0,0.6,0,0,0.25,1,1,0.285714285714286,1,1,0,0.501831501831502
1,0.6,1,0,0.75,0.666666666666667,0.5,0.142857142857143,1,1,1,0.52014652014652
1,1,0,1,0.5,1,1,0.142857142857143,0.5,1,1,0.84981684981685
1,0.4,0,1,0,0.666666666666667,0.5,0.285714285714286,0.5,1,1,0.802197802197802
0,1,1,0,0.5,1,1,0.428571428571429,1,0.333333333333333,1,0.816849816849817
0,0.6,0,0,0.5,0.666666666666667,0.5,0.428571428571429,0,0.333333333333333,1,0.315018315018315
1,0.4,0,0,0.5,1,0.5,0.285714285714286,1,0.333333333333333,0,0.659340659340659
1,0.4,0,1,0.75,0.333333333333333,0.5,0.142857142857143,0,1,1,0.516483516483517
0,0.8,0,1,1,0.666666666666667,1,0.571428571428571,1,1,1,0.637362637362637
1,0.4,1,1,0.5,1,1,0,1,0.666666666666667,0,0.813186813186813
0,0.6,0,0,0.25,1,0.5,0.428571428571429,0,1,1,0.567765567765568
1,0.8,0,1,0.5,0.666666666666667,0.5,0.428571428571429,1,1,0,0.798534798534799
0,0.4,1,1,0.25,0.666666666666667,0,0.428571428571429,1,0.666666666666667,1,0.626373626373626
0,0.6,1,1,0.5,1,1,0.714285714285714,1,1,0,0.688644688644689
1,0.8,0,1,0.75,0.666666666666667,1,0,1,1,0,0.498168498168498
1,0.2,1,0,0.25,1,0.5,0.571428571428571,1,1,0,0.648351648351648
0,0.6,1,1,0.5,0.666666666666667,1,0.428571428571429,1,0.666666666666667,1,0.956043956043956
1,0.8,1,1,0.5,0.666666666666667,1,0,0,1,0,0.666666666666667
1,0.6,1,1,0.5,0.666666666666667,0,0.142857142857143,0.5,1,0,0.388278388278388
0,0.4,1,1,0.5,1,1,0.285714285714286,1,1,0,0.765567765567766
1,1,0,1,0.25,1,1,0.428571428571429,1,0.666666666666667,0,0.857142857142857
1,0.6,1,1,0.5,1,0.5,0.428571428571429,1,0.666666666666667,1,0.827838827838828
1,0.8,1,1,0.5,0.666666666666667,0.5,0.142857142857143,1,0.666666666666667,0,0.783882783882784
1,0.8,1,0,0.25,0.666666666666667,0.5,0.285714285714286,1,0.333333333333333,0,0.611721611721612
0,0.8,0,1,0.5,1,1,0.571428571428571,1,0.333333333333333,1,0.608058608058608
1,0.4,1,1,0.5,0.666666666666667,1,0.285714285714286,0.5,0.666666666666667,0,0.498168498168498
1,0.6,1,1,0,1,1,0.142857142857143,0.5,1,0,0.794871794871795
1,0.8,0,0,0.25,0,1,0.142857142857143,0.5,0.666666666666667,1,0.673992673992674
0,1,1,1,0.75,0.666666666666667,0.5,0.571428571428571,0.5,1,0,0.820512820512821
1,1,1,1,0.75,0.666666666666667,0.5,0.285714285714286,1,0.333333333333333,1,0.454212454212454
1,0.8,0,1,0.25,0.666666666666667,1,0.142857142857143,1,0.333333333333333,0,0.692307692307692
1,0.6,1,1,0.5,1,0.5,0.428571428571429,0.5,0.333333333333333,0,0.725274725274725
1,1,1,1,0.5,0.666666666666667,0.5,0.285714285714286,1,1,1,0.791208791208791
0,0.4,0,1,0.75,1,1,0.142857142857143,0.5,1,1,0.619047619047619
0,0.4,0,1,0.5,1,1,0.285714285714286,0.5,0.333333333333333,0,0.582417582417582
1,0,0,1,0.5,1,0.5,0.285714285714286,1,0.666666666666667,0,0.575091575091575
1,0.2,0,1,0.75,1,1,0.285714285714286,1,1,1,0.432234432234432
0,0.8,1,0,0.5,0.666666666666667,0,0.571428571428571,1,0.333333333333333,0,0.761904761904762
0,0.4,0,1,0.75,1,1,0.428571428571429,0.5,1,1,0.633699633699634
1,0.8,1,1,0.5,1,0.5,0.428571428571429,1,0,0,0.750915750915751
1,0.8,0,1,0.5,1,1,0,0.5,1,0,0.47985347985348
0,1,1,1,0.75,1,0.5,0.142857142857143,1,1,0,0.652014652014652
0,0.6,1,0,0.75,1,0.5,0.714285714285714,0.5,0.333333333333333,0,0.63003663003663
1,0,1,1,0.5,0.666666666666667,0,0.142857142857143,1,1,1,0.765567765567766
0,0.6,0,0,0.5,1,1,0.142857142857143,0.5,0.666666666666667,1,0.717948717948718
1,0.6,1,1,0.5,1,0.5,0.285714285714286,1,1,1,0.765567765567766
0,0.6,0,0,0.5,0.666666666666667,0.5,0.285714285714286,0.5,1,0,0.43956043956044
0,1,0,1,0.75,1,1,0.142857142857143,0.5,1,0,0.934065934065934
1,0.8,0,1,0.5,1,0.5,0.285714285714286,0.5,1,0,0.695970695970696
1,0.8,0,0,0.25,1,0.5,0.142857142857143,1,0.333333333333333,0,0.406593406593407
0,0,1,1,0.5,1,0.5,0.285714285714286,1,0.333333333333333,0,0.681318681318681
0,0.8,0,1,0.5,0.666666666666667,0.5,0.428571428571429,1,1,0,0.714285714285714
0,0.8,1,1,0.5,0.666666666666667,1,0.714285714285714,1,0.666666666666667,1,0.948717948717949
0,1,1,0,0.5,1,0.5,0.285714285714286,1,0,0,0.695970695970696
1,0.6,1,1,0.5,1,1,0.285714285714286,1,1,0,0.608058608058608
1,0.6,1,1,0.75,0.666666666666667,1,0.142857142857143,0,0.333333333333333,1,0.43956043956044
0,0.8,1,0,0.75,0.666666666666667,1,0.285714285714286,0.5,1,0,0.487179487179487
0,0.8,1,1,0.5,1,0.5,0.285714285714286,0.5,1,0,0.655677655677656
1,0.4,1,1,1,0,1,0.142857142857143,1,0.333333333333333,1,0.787545787545788
1,0.6,1,1,0.5,1,0.5,0.428571428571429,1,1,0,0.758241758241758
0,0.6,0,1,0.5,1,1,0.428571428571429,0.5,0.333333333333333,1,0.864468864468865
0,1,1,1,0.75,1,0.5,0.571428571428571,1,0.333333333333333,1,0.604395604395604
0,0.6,0,0,0.5,1,1,0.142857142857143,1,1,0,0.747252747252747
1,0.4,1,0,1,1,0.5,0.285714285714286,1,1,0,0.582417582417582
0,0.8,1,0,0.25,0.666666666666667,0.5,0.428571428571429,1,1,0,0.783882783882784
0,0.8,1,0,0,0.333333333333333,1,0.285714285714286,1,1,1,0.703296703296703
0,0,0,1,0.5,0.666666666666667,1,0,0.5,0.333333333333333,0,0.366300366300366
1,0.4,1,1,0.5,0.333333333333333,1,0.428571428571429,1,1,1,0.769230769230769
1,1,1,1,0.5,0.666666666666667,1,0,0.5,1,1,0.897435897435897
0,0.4,0,1,0.5,1,0.5,0.142857142857143,1,0.333333333333333,0,0.747252747252747
1,0.4,1,0,0.75,1,1,0,0,0.333333333333333,0,0.750915750915751
1,0,0,1,0.5,1,1,0.142857142857143,1,0.666666666666667,1,0.758241758241758
1,0.6,1,1,0.5,1,0.5,0.285714285714286,1,1,0,0.684981684981685
1,0.8,0,1,0.5,1,1,0.285714285714286,0.5,0.333333333333333,0,0.714285714285714
1,0.6,0,1,0.5,0.333333333333333,1,0.142857142857143,0.5,1,1,0.542124542124542
1,0.8,0,0,0.75,0.666666666666667,1,0.428571428571429,1,1,1,0.78021978021978
1,0.4,1,0,0.5,0.333333333333333,1,0.142857142857143,1,0.666666666666667,0,0.582417582417582
1,0,0,1,1,0.666666666666667,0.5,0.285714285714286,1,1,1,0.384615384615385
1,0,1,1,0.75,0.666666666666667,0.5,0.142857142857143,1,1,1,0.695970695970696
1,0.6,1,0,0.75,0.666666666666667,0.5,0.285714285714286,0.5,0.333333333333333,1,0.391941391941392
1,0.8,1,0,0.5,0.666666666666667,0.5,0.285714285714286,0,0.333333333333333,0,0.816849816849817
1,0.2,1,0,0.5,0.333333333333333,1,0.285714285714286,0.5,0.333333333333333,1,0.736263736263736
1,0.8,0,0,0.25,0.666666666666667,0.5,0.571428571428571,1,0.333333333333333,1,0.487179487179487
0,0.6,1,1,0.75,0.333333333333333,1,0.714285714285714,1,0.666666666666667,1,0.73992673992674
1,0.4,1,1,0.5,0.666666666666667,1,0.142857142857143,1,1,0,0.721611721611722
0,0.6,1,1,0.5,0.666666666666667,1,0.285714285714286,1,1,1,0.769230769230769
1,0.2,1,1,0,1,1,1,0.5,1,0,0.652014652014652
1,1,1,1,0.25,0.666666666666667,1,0.714285714285714,0.5,1,1,0.893772893772894
1,0.6,0,1,0.75,0.666666666666667,0.5,0.285714285714286,0,1,0,0.446886446886447
0,0.4,1,0,0.5,0.666666666666667,0.5,0.428571428571429,0.5,0.666666666666667,0,0.63003663003663
0,0.8,0,0,0.75,0.666666666666667,1,0.714285714285714,0,0.333333333333333,1,0.472527472527473
0,0.4,1,1,0.5,1,0.5,0.285714285714286,1,1,0,0.73992673992674
1,0.4,1,1,0.5,0.333333333333333,1,0.428571428571429,1,0.333333333333333,0,0.538461538461538
1,0.8,1,1,0.75,1,1,0,0.5,0,1,0.619047619047619
0,0.6,1,0,0.75,1,1,0.285714285714286,0.5,0.666666666666667,1,0.663003663003663
1,0.6,0,1,0.5,0.666666666666667,0.5,0.428571428571429,0.5,1,0,0.652014652014652
0,0.8,1,1,1,0.333333333333333,1,0.428571428571429,0.5,1,1,0.787545787545788
1,0.6,1,1,0.75,1,0.5,0.142857142857143,1,1,0,0.754578754578755
0,0.8,1,0,0.75,0.666666666666667,0.5,0.142857142857143,1,0.333333333333333,0,0.567765567765568
0,0.6,0,0,0.25,1,1,0.285714285714286,0,0.333333333333333,1,0.717948717948718
0,1,0,1,0.5,0.333333333333333,0.5,0.428571428571429,0.5,0.666666666666667,0,0.769230769230769
0,0.6,1,1,0.5,0.666666666666667,1,0.285714285714286,0.5,0.333333333333333,0,0.743589743589744
0,0.6,0,0,0.5,1,1,0.714285714285714,0.5,1,0,0.424908424908425
0,0.6,0,0,0.25,1,0.5,0.142857142857143,0,0.333333333333333,0,0.362637362637363
0,0.6,1,1,0.75,1,1,0.428571428571429,1,1,0,0.875457875457875
1,0.6,1,1,0.5,1,1,0.142857142857143,1,1,0,0.575091575091575
1,0.2,1,0,0.5,0.666666666666667,1,0.285714285714286,1,0.666666666666667,0,0.161172161172161
1,0.6,1,1,0.5,1,1,0.714285714285714,1,1,1,0.758241758241758
0,0.4,0,1,0.5,1,1,0.285714285714286,1,0.333333333333333,0,0.421245421245421
1,0.6,1,1,0,1,0.5,0.428571428571429,0.5,0.333333333333333,0,0.322344322344322
1,1,1,1,0.5,0.333333333333333,0.5,0.428571428571429,1,0.666666666666667,1,0.516483516483517
1,0.4,1,1,0.75,1,1,0.142857142857143,1,1,0,0.813186813186813
0,0.6,1,1,0,1,1,0.142857142857143,0,0,0,0.893772893772894
0,0.4,1,0,0.5,0.666666666666667,1,0.285714285714286,0,1,0,0.626373626373626
1,0.6,1,1,0.75,0.666666666666667,1,0.285714285714286,0,1,0,0.432234432234432
0,0.4,0,0,0.75,1,0.5,0.428571428571429,1,0.333333333333333,0,0.216117216117216
0,0.8,0,0,0.5,1,1,0.428571428571429,1,1,1,0.450549450549451
1,0.6,0,0,0.5,0.666666666666667,1,0.142857142857143,1,0.666666666666667,0,0.549450549450549
0,0.6,1,1,0.5,0.666666666666667,1,0,0,1,0,0.633699633699634
